epoch,test_acc
1,28.830
2,30.170
3,30.760
4,31.650
5,31.830
6,32.650
7,32.790
8,32.130
9,33.110
10,34.030
11,32.620
12,32.850
13,33.170
14,33.380
15,32.760
16,33.620
17,34.670
18,33.950
19,33.580
20,33.970
21,33.690
22,34.770
23,33.990
24,35.240
25,34.430
26,34.390
27,34.570
28,35.920
29,34.310
30,34.490
