epoch,test_acc
1,14.650
2,15.850
3,15.740
4,15.080
5,15.400
6,16.240
7,15.210
8,16.100
9,15.120
10,15.730
11,15.820
12,15.130
13,15.350
14,15.590
15,14.920
16,16.290
17,15.220
18,14.320
19,14.260
20,15.040
21,14.350
22,14.530
23,14.550
24,15.150
25,15.410
26,15.120
27,13.820
28,14.280
29,14.480
30,14.580
