epoch,test_acc
1,21.940
2,22.380
3,22.270
4,22.610
5,22.810
6,22.460
7,22.780
8,23.060
9,23.590
10,24.040
11,22.930
12,23.400
13,23.470
14,23.760
15,24.260
16,23.260
17,23.450
18,23.680
19,23.000
20,24.170
21,24.240
22,23.770
23,23.840
24,24.340
25,24.220
26,24.720
27,24.060
28,23.860
29,23.030
30,24.300
