epoch,test_acc
1,28.040
2,29.370
3,30.760
4,29.890
5,29.450
6,30.700
7,29.870
8,29.960
9,30.220
10,30.730
11,30.040
12,30.800
13,30.390
14,29.430
15,30.490
16,30.900
17,30.120
18,29.970
19,29.870
20,29.210
21,30.330
22,29.970
23,30.000
24,28.960
25,29.390
26,29.810
27,29.770
28,30.250
29,28.810
30,29.880
