epoch,test_acc
1,31.870
2,32.980
3,33.470
4,33.300
5,34.170
6,34.400
7,33.620
8,33.630
9,33.960
10,33.990
11,33.370
12,33.760
13,34.480
14,33.890
15,33.270
16,34.600
17,35.170
18,34.490
19,33.560
20,34.930
21,34.040
22,34.530
23,33.540
24,33.760
25,34.220
26,33.750
27,34.100
28,34.610
29,33.980
30,34.080
