epoch,test_acc
1,27.990
2,28.290
3,29.680
4,30.220
5,29.190
6,28.880
7,29.440
8,29.840
9,28.780
10,29.580
11,29.530
12,29.750
13,31.000
14,29.050
15,29.580
16,30.260
17,30.220
18,29.330
19,29.900
20,30.070
21,30.110
22,30.690
23,28.780
24,30.030
25,29.450
26,29.750
27,30.930
28,30.120
29,30.420
30,29.330
