epoch,test_acc
1,13.560
2,14.650
3,15.520
4,14.200
5,15.370
6,14.280
7,15.350
8,15.140
9,14.100
10,14.430
11,14.610
12,14.370
13,14.340
14,14.060
15,14.300
16,14.160
17,14.350
18,15.570
19,12.540
20,13.860
21,15.220
22,13.850
23,13.960
24,13.790
25,14.300
26,13.810
27,14.180
28,13.960
29,14.160
30,14.250
