epoch,test_acc
1,20.070
2,20.880
3,21.070
4,21.770
5,22.230
6,21.880
7,22.620
8,22.390
9,22.140
10,22.440
11,22.490
12,23.270
13,23.100
14,22.810
15,23.030
16,23.110
17,22.640
18,23.430
19,22.460
20,23.380
21,23.820
22,23.830
23,23.290
24,23.950
25,23.400
26,23.890
27,23.090
28,23.140
29,23.490
30,22.860
