epoch,test_acc
1,27.850
2,28.590
3,28.090
4,27.550
5,27.670
6,28.260
7,28.140
8,27.960
9,28.290
10,28.050
11,28.070
12,27.420
13,27.260
14,27.570
15,27.440
16,27.640
17,26.860
18,27.680
19,27.810
20,27.830
21,26.460
22,26.750
23,26.790
24,27.670
25,28.110
26,26.810
27,26.520
28,27.020
29,26.040
30,26.470
