epoch,test_acc
1,15.950
2,15.590
3,15.300
4,16.920
5,14.000
6,16.060
7,17.050
8,15.300
9,16.940
10,16.770
11,15.140
12,16.490
13,15.550
14,15.880
15,16.110
16,17.640
17,17.190
18,17.200
19,17.330
20,17.250
21,15.890
22,15.370
23,15.810
24,14.530
25,15.920
26,14.880
27,16.160
28,16.300
29,15.770
30,16.620
