epoch,test_acc
1,13.890
2,13.780
3,14.760
4,14.010
5,13.550
6,12.830
7,13.210
8,13.670
9,13.210
10,15.260
11,14.940
12,13.660
13,14.900
14,14.250
15,15.040
16,14.130
17,13.890
18,14.620
19,14.880
20,14.550
21,14.550
22,13.940
23,14.570
24,13.440
25,13.700
26,13.670
27,15.160
28,12.040
29,14.730
30,14.460
