epoch,test_acc
1,31.250
2,32.620
3,34.470
4,34.640
5,35.080
6,35.310
7,36.390
8,36.670
9,36.610
10,36.920
11,37.350
12,37.660
13,37.170
14,37.020
15,36.930
16,38.110
17,37.420
18,37.910
19,37.690
20,37.510
21,38.630
22,38.770
23,38.870
24,38.220
25,37.520
26,38.750
27,38.650
28,38.440
29,38.830
30,39.720
