epoch,test_acc
1,18.600
2,19.690
3,19.700
4,19.570
5,20.590
6,20.320
7,20.250
8,20.770
9,20.320
10,20.370
11,19.620
12,20.980
13,20.660
14,21.530
15,20.490
16,20.320
17,19.760
18,19.870
19,20.070
20,20.510
21,20.120
22,20.170
23,20.190
24,20.560
25,20.350
26,19.910
27,19.420
28,20.050
29,20.100
30,20.000
