epoch,test_acc
1,29.500
2,30.050
3,30.490
4,32.390
5,30.900
6,31.110
7,31.340
8,31.520
9,32.570
10,31.720
11,31.660
12,32.060
13,33.060
14,33.260
15,32.320
16,32.510
17,30.560
18,31.130
19,31.150
20,31.140
21,31.810
22,30.990
23,32.010
24,30.690
25,30.630
26,31.990
27,31.310
28,31.470
29,31.060
30,32.150
