epoch,test_acc
1,35.290
2,37.930
3,38.810
4,39.430
5,39.420
6,38.840
7,39.430
8,39.710
9,40.240
10,40.970
11,40.890
12,41.000
13,40.510
14,41.560
15,41.410
16,40.900
17,40.900
18,41.210
19,41.690
20,41.570
21,40.310
22,41.820
23,41.820
24,40.390
25,41.150
26,41.160
27,41.390
28,40.890
29,40.980
30,40.690
