epoch,test_acc
1,16.790
2,18.050
3,18.480
4,18.380
5,18.390
6,18.730
7,18.390
8,19.360
9,19.370
10,19.510
11,18.640
12,19.110
13,18.430
14,18.910
15,18.330
16,18.820
17,19.680
18,19.340
19,17.440
20,18.190
21,18.530
22,16.930
23,18.020
24,17.540
25,18.450
26,18.410
27,16.860
28,18.390
29,18.480
30,16.860
