epoch,test_acc
1,33.780
2,35.040
3,36.450
4,36.940
5,37.470
6,38.070
7,37.260
8,38.080
9,38.270
10,38.050
11,39.270
12,39.670
13,39.340
14,39.140
15,39.720
16,40.080
17,40.460
18,39.920
19,39.240
20,39.170
21,39.470
22,39.900
23,40.050
24,40.650
25,39.940
26,39.720
27,40.660
28,39.350
29,39.890
30,40.300
