epoch,test_acc
1,12.920
2,12.520
3,10.460
4,14.240
5,11.480
6,12.620
7,13.660
8,12.070
9,13.510
10,11.180
11,13.410
12,14.080
13,13.830
14,12.280
15,11.180
16,12.550
17,13.200
18,12.280
19,13.340
20,10.720
21,12.320
22,11.260
23,12.920
24,12.610
25,13.280
26,13.130
27,15.410
28,10.920
29,11.100
30,12.730
