epoch,test_acc
1,30.620
2,32.330
3,32.310
4,33.380
5,34.490
6,34.670
7,34.650
8,34.910
9,34.700
10,34.940
11,35.640
12,35.610
13,35.530
14,34.800
15,36.370
16,36.370
17,35.790
18,36.180
19,37.440
20,36.240
21,36.620
22,36.580
23,36.160
24,36.260
25,36.990
26,36.740
27,36.780
28,36.980
29,36.100
30,36.560
