epoch,test_acc
1,10.000
2,10.010
3,9.990
4,10.000
5,10.000
6,10.010
7,9.990
8,10.010
9,10.000
10,10.000
11,9.990
12,10.010
13,10.000
14,10.010
15,10.000
16,10.000
17,10.000
18,10.000
19,9.990
20,9.990
21,10.010
22,10.000
23,10.000
24,10.010
25,10.010
26,10.000
27,10.000
28,10.010
29,10.000
30,9.990
