epoch,test_acc
1,22.230
2,21.400
3,21.630
4,22.140
5,22.070
6,21.710
7,21.790
8,22.490
9,21.760
10,21.200
11,21.750
12,20.920
13,20.640
14,20.080
15,20.600
16,21.640
17,20.190
18,21.980
19,20.830
20,21.170
21,21.400
22,21.480
23,21.270
24,21.720
25,21.160
26,21.100
27,21.610
28,20.570
29,20.940
30,21.780
