epoch,test_acc
1,24.570
2,26.060
3,25.400
4,26.600
5,26.630
6,26.850
7,28.090
8,29.420
9,29.850
10,29.200
11,30.710
12,31.160
13,29.530
14,30.340
15,30.680
16,30.650
17,31.370
18,31.990
19,31.520
20,32.480
21,32.630
22,32.360
23,33.390
24,32.360
25,33.370
26,33.380
27,33.920
28,34.250
29,33.170
30,32.870
